VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2016-01-01 00:00:01,2016-01-01 00:11:55,1,1.2,-73.97942352294923,40.74461364746094,1,N,-73.99203491210938,40.753944396972656,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,
2,2016-01-01 00:00:02,2016-01-01 00:11:08,1,3.21,-73.99834442138672,40.72389602661133,1,N,-73.995849609375,40.68840026855469,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,,
1,2016-01-01 00:00:02,2016-01-01 00:11:14,1,6.0,-73.94715118408203,40.79104614257813,1,N,-73.92076873779298,40.865577697753906,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,,
1,2016-01-01 00:00:04,2016-01-01 00:14:32,1,3.7,-74.00430297851562,40.74224090576172,1,N,-74.00736236572266,40.70693588256836,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35,,
1,2016-01-01 00:00:05,2016-01-01 00:14:27,2,2.2,-73.99199676513672,40.71857833862305,1,N,-74.00513458251955,40.73994445800781,1,11.0,0.5,0.5,1.5,0.0,0.3,13.8,,
1,2016-01-01 00:00:14,2016-01-01 00:13:02,1,2.4,-73.99559783935547,40.744239807128906,1,N,-73.98545837402342,40.76871109008789,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35,,
2,2016-01-01 00:00:17,2016-01-01 00:14:26,5,9.63,-73.98174285888672,40.71915817260742,1,N,-73.93882751464845,40.82918167114258,1,27.0,0.5,0.5,8.49,0.0,0.3,36.79,,
1,2016-01-01 00:00:17,2016-01-01 00:13:59,1,1.5,-74.00267791748048,40.73063659667969,1,N,-73.98042297363281,40.72621154785156,1,10.0,0.5,0.5,3.35,0.0,0.3,14.65,,
2,2016-01-01 00:00:22,2016-01-01 00:13:58,2,5.23,-73.98184967041014,40.716880798339844,1,N,-73.96932983398438,40.769378662109375,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,,
2,2016-01-01 00:00:22,2016-01-01 00:13:37,6,2.94,-73.94969177246094,40.78461837768555,1,N,-73.97103118896483,40.75101852416992,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,
2,2016-01-01 00:00:22,2016-01-01 00:12:12,1,3.3,-73.97567749023438,40.74909973144531,1,N,-73.97364807128906,40.78369140625,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,,
